decoded_relative_path,source_relative_path,decode_status,actual_bytes,output_sha256,notes
data/decoded_model_outputs/rf9624a/plt.vcr9624,model_setup/bethesda_slate/rf9624a/plt.vcr9624.Z,partial,133,c3080c7bc7f6ef7ad27d8718547aa9a07d3c2c600cf99e58e74125c5532b5ca1,stage 1 unix_compress_lzw: partial: compress invalid code 446 with table end 354
data/decoded_model_outputs/rf9624a/rep.521dd,model_setup/bethesda_slate/rf9624a/rep.521dd.z,partial,29311,5b996072a6dec5c03cefcb13e8f99163e1b10faf6387be1d38a268e5d5e5fa8f,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 29310, got 29311"
data/decoded_model_outputs/rf9624a/rep.611,model_setup/bethesda_slate/rf9624a/rep.611.z,partial,417913,8a260c872a5473f30d6e8530e6b70ad86ea5029b2288a7925ce24614d44811d5,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 417912, got 417913"
data/decoded_model_outputs/rf9624a/rep.sigstat,model_setup/bethesda_slate/rf9624a/rep.sigstat.z,partial,272209,182c3d8f1365bb79c1a01b790ee4329439cf0e0a0580a7ec5c9c2d40dde82e15,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 272208, got 272209"
data/decoded_model_outputs/rf9624a/rep.turnpen,model_setup/bethesda_slate/rf9624a/rep.turnpen.Z,complete,478,cb88f6188a6ed5507cfb8405ca7693c58b5151b17c76e5bbb9af6e7a189cddfe,stage 1 unix_compress_lzw: complete: compress stream reached clean input exhaustion; no original length field exists | stage 2 unknown: terminal_plain_or_unknown: no further pack/compress magic detected
data/decoded_model_outputs/rf9624a/statistics,model_setup/bethesda_slate/rf9624a/statistics.z,complete,1455,8f382951145f7dbab557fcb0c5102c8a8f24030931199e2098977d2967f6d75b,stage 1 unix_pack_static_huffman: complete: pack EOB reached and expected length matched | stage 2 unknown: terminal_plain_or_unknown: no further pack/compress magic detected
data/decoded_model_outputs/rf9624a/turnvols.in,model_setup/bethesda_slate/rf9624a/turnvols.in.z,partial,56083,4a0a92dd359c3407d52e468f5360b35bd1038766f2f648c350e50d2cbd512c0d,"stage 1 unix_pack_static_huffman: partial: pack length mismatch: expected 77812, got 56083"
data/decoded_model_outputs/rf9628a/d231.out__from_z,model_setup/bethesda_slate/rf9628a/d231.out.z,partial,33004,16446fd14264109e210a71b12033a878bbad641259ea93d2162d1a28d3800a52,"stage 1 unix_pack_static_huffman: partial: pack length mismatch: expected 165942, got 33004"
data/decoded_model_outputs/rf9628a/d231.out__from_Z_A,model_setup/bethesda_slate/rf9628a/d231.out.Z-A,partial,612,16446fd14264109e210a71b12033a878bbad641259ea93d2162d1a28d3800a52,stage 1 unix_compress_lzw: partial: compress invalid code 525 with table end 523
data/decoded_model_outputs/rf9628a/plt.vcr9628,code/legacy/model_setup/bethesda_slate/rf9628a/plt.vcr9628.Z,partial,133,c3080c7bc7f6ef7ad27d8718547aa9a07d3c2c600cf99e58e74125c5532b5ca1,stage 1 unix_compress_lzw: partial: compress invalid code 446 with table end 354
data/decoded_model_outputs/rf9628a/rep.611,model_setup/bethesda_slate/rf9628a/rep.611.z,partial,417405,10436c5499bbcfa28eadbc725cdd8b89ab57fa6490538c195624d5a61a8d38ca,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 417404, got 417405"
data/decoded_model_outputs/rf9628a/rep.critical,model_setup/bethesda_slate/rf9628a/rep.critical.z,partial,24519,69dc546f57c46f998d3c144944c3e02a00d4c52c9975b4346518300b44e031d7,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 24518, got 24519"
data/decoded_model_outputs/rf9628a/rep.sigstat,model_setup/bethesda_slate/rf9628a/rep.sigstat.z,partial,272209,7567579f28624a4143d0a2dfcf4c2838e1f619190473e08b98edbfe57d90aaf1,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 272208, got 272209"
data/decoded_model_outputs/rf9628a/rep.turnpen,model_setup/bethesda_slate/rf9628a/rep.turnpen.Z,complete,1015,297a3b3b98de31c422378930648ae6cf1ef9a142061fa27871a23317e4cb9467,stage 1 unix_compress_lzw: complete: compress stream reached clean input exhaustion; no original length field exists | stage 2 unknown: terminal_plain_or_unknown: no further pack/compress magic detected
data/decoded_model_outputs/rf9628a/rep.turnvols,model_setup/bethesda_slate/rf9628a/rep.turnvols.Z,partial,2,61c05a0775d5dfcd77ea4a0601825b6ff10ebc5f16f805baca7f89b0eb3a18ca,stage 1 unix_compress_lzw: partial: compress invalid code 259 with table end 257
data/decoded_model_outputs/rf9628a/turnvols.in,model_setup/bethesda_slate/rf9628a/turnvols.in.z,partial,10541,95868c7f6339497a52bfb5cf3a7639229da9e341268d7eaa3017df42d57a565a,"stage 1 unix_pack_static_huffman: partial: pack length mismatch: expected 29176, got 10541"
data/decoded_model_outputs/rf9629a/d231.out__from_z,model_setup/bethesda_slate/rf9629a/d231.out.z,partial,18394,6661c73125310b33a35ddff007464a11bddc9923456dd4c057a504d90d5928fe,"stage 1 unix_pack_static_huffman: partial: pack length mismatch: expected 165942, got 18394"
data/decoded_model_outputs/rf9629a/d231.out__from_Z_A,model_setup/bethesda_slate/rf9629a/d231.out.Z-A,partial,3660,6661c73125310b33a35ddff007464a11bddc9923456dd4c057a504d90d5928fe,stage 1 unix_compress_lzw: partial: compress invalid code 1474 with table end 1295
data/decoded_model_outputs/rf9629a/plt.vcr9629,code/legacy/model_setup/bethesda_slate/rf9629a/plt.vcr9629.Z,partial,133,c3080c7bc7f6ef7ad27d8718547aa9a07d3c2c600cf99e58e74125c5532b5ca1,stage 1 unix_compress_lzw: partial: compress invalid code 446 with table end 354
data/decoded_model_outputs/rf9629a/rep.611,model_setup/bethesda_slate/rf9629a/rep.611.z,partial,417252,a99efa9265becd07db49ba5c8f8171a950152575c3f9bf6cc211f79e04486c34,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 417251, got 417252"
data/decoded_model_outputs/rf9629a/rep.critical,model_setup/bethesda_slate/rf9629a/rep.critical.z,partial,24519,68ec2f90b65725e14386b671b8dc88e54d4daf2383d9519ae0d0d7d65af2b8d7,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 24518, got 24519"
data/decoded_model_outputs/rf9629a/rep.sigstat,model_setup/bethesda_slate/rf9629a/rep.sigstat.z,partial,272209,f08ae0ed2dc05872b7d59fc5fe8ce219d12cbd9ade6e7e242b6de4f9ec303b54,"stage 1 unix_pack_static_huffman: partial: pack exceeded expected length before EOB: expected 272208, got 272209"
data/decoded_model_outputs/rf9629a/rep.turnpen,model_setup/bethesda_slate/rf9629a/rep.turnpen.Z,complete,1001,99862b4c59995fb47003b0b0d032b9d9df3d0af8ea651ed79ff64b2c40f288ec,stage 1 unix_compress_lzw: complete: compress stream reached clean input exhaustion; no original length field exists | stage 2 unknown: terminal_plain_or_unknown: no further pack/compress magic detected
data/decoded_model_outputs/rf9629a/turnvols.in,model_setup/bethesda_slate/rf9629a/turnvols.in.z,partial,77549,b3c270abf6d0959d711f6215b667825c9f16e8f400030f230f14fad56620a6fc,"stage 1 unix_pack_static_huffman: partial: pack length mismatch: expected 77728, got 77549"
